states,value,probable_moves
002020022,0.5,"{'state': ['102020022', '012020022', '002120022', '002021022', '002020122'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 0)]}"
002020100,0.5,"{'state': ['102020100', '012020100', '002120100', '002021100', '002020110', '002020101'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 1), (2, 2)]}"
002020101,0.5,"{'state': ['102020101', '012020101', '002120101', '002021101', '002020111'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 1)]}"
002020102,0.5,"{'state': ['102020102', '012020102', '002120102', '002021102', '002020112'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 1)]}"
002020110,0.5,"{'state': ['102020110', '012020110', '002120110', '002021110', '002020111'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 2)]}"
002020111,1.0,"{'state': ['102020111', '012020111', '002120111', '002021111'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2)]}"
002020112,0.5,"{'state': ['102020112', '012020112', '002120112', '002021112'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2)]}"
002020120,0.5,"{'state': ['102020120', '012020120', '002120120', '002021120', '002020121'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 2)]}"
002020121,0.5,"{'state': ['102020121', '012020121', '002120121', '002021121'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2)]}"
002020122,0.5,"{'state': ['102020122', '012020122', '002120122', '002021122'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2)]}"
002020200,0.5,"{'state': ['102020200', '012020200', '002120200', '002021200', '002020210', '002020201'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 1), (2, 2)]}"
002020201,0.5,"{'state': ['102020201', '012020201', '002120201', '002021201', '002020211'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 1)]}"
002020202,0.5,"{'state': ['102020202', '012020202', '002120202', '002021202', '002020212'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 1)]}"
002020210,0.5,"{'state': ['102020210', '012020210', '002120210', '002021210', '002020211'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 2)]}"
002020211,0.5,"{'state': ['102020211', '012020211', '002120211', '002021211'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2)]}"
002020212,0.5,"{'state': ['102020212', '012020212', '002120212', '002021212'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2)]}"
002020220,0.5,"{'state': ['102020220', '012020220', '002120220', '002021220', '002020221'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2), (2, 2)]}"
002020221,0.5,"{'state': ['102020221', '012020221', '002120221', '002021221'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2)]}"
002020222,0.5,"{'state': ['102020222', '012020222', '002120222', '002021222'], 'move': [(0, 0), (0, 1), (1, 0), (1, 2)]}"
002021000,0.5,"{'state': ['102021000', '012021000', '002121000', '002021100', '002021010', '002021001'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0), (2, 1), (2, 2)]}"
002021001,0.5,"{'state': ['102021001', '012021001', '002121001', '002021101', '002021011'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0), (2, 1)]}"
002021002,0.5,"{'state': ['102021002', '012021002', '002121002', '002021102', '002021012'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0), (2, 1)]}"
002021010,0.5,"{'state': ['102021010', '012021010', '002121010', '002021110', '002021011'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0), (2, 2)]}"
002021011,0.5,"{'state': ['102021011', '012021011', '002121011', '002021111'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0)]}"
002021012,0.5,"{'state': ['102021012', '012021012', '002121012', '002021112'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0)]}"
002021020,0.5,"{'state': ['102021020', '012021020', '002121020', '002021120', '002021021'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0), (2, 2)]}"
002021021,0.5,"{'state': ['102021021', '012021021', '002121021', '002021121'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0)]}"
002021022,0.5,"{'state': ['102021022', '012021022', '002121022', '002021122'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0)]}"
002021100,0.5,"{'state': ['102021100', '012021100', '002121100', '002021110', '002021101'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1), (2, 2)]}"
002021101,0.5,"{'state': ['102021101', '012021101', '002121101', '002021111'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1)]}"
002021102,0.5,"{'state': ['102021102', '012021102', '002121102', '002021112'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1)]}"
002021110,0.5,"{'state': ['102021110', '012021110', '002121110', '002021111'], 'move': [(0, 0), (0, 1), (1, 0), (2, 2)]}"
002021111,1.0,"{'state': ['102021111', '012021111', '002121111'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002021112,0.5,"{'state': ['102021112', '012021112', '002121112'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002021120,0.5,"{'state': ['102021120', '012021120', '002121120', '002021121'], 'move': [(0, 0), (0, 1), (1, 0), (2, 2)]}"
002021121,0.5,"{'state': ['102021121', '012021121', '002121121'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002021122,0.5,"{'state': ['102021122', '012021122', '002121122'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002021200,0.5,"{'state': ['102021200', '012021200', '002121200', '002021210', '002021201'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1), (2, 2)]}"
002021201,0.5,"{'state': ['102021201', '012021201', '002121201', '002021211'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1)]}"
002021202,0.5,"{'state': ['102021202', '012021202', '002121202', '002021212'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1)]}"
002021210,0.5,"{'state': ['102021210', '012021210', '002121210', '002021211'], 'move': [(0, 0), (0, 1), (1, 0), (2, 2)]}"
002021211,0.5,"{'state': ['102021211', '012021211', '002121211'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002021212,0.5,"{'state': ['102021212', '012021212', '002121212'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002021220,0.5,"{'state': ['102021220', '012021220', '002121220', '002021221'], 'move': [(0, 0), (0, 1), (1, 0), (2, 2)]}"
002021221,0.5,"{'state': ['102021221', '012021221', '002121221'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002021222,0.5,"{'state': ['102021222', '012021222', '002121222'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002022000,0.5,"{'state': ['102022000', '012022000', '002122000', '002022100', '002022010', '002022001'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0), (2, 1), (2, 2)]}"
002022001,0.5,"{'state': ['102022001', '012022001', '002122001', '002022101', '002022011'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0), (2, 1)]}"
002022002,0.5,"{'state': ['102022002', '012022002', '002122002', '002022102', '002022012'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0), (2, 1)]}"
002022010,0.5,"{'state': ['102022010', '012022010', '002122010', '002022110', '002022011'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0), (2, 2)]}"
002022011,0.5,"{'state': ['102022011', '012022011', '002122011', '002022111'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0)]}"
002022012,0.5,"{'state': ['102022012', '012022012', '002122012', '002022112'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0)]}"
002022020,0.5,"{'state': ['102022020', '012022020', '002122020', '002022120', '002022021'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0), (2, 2)]}"
002022021,0.5,"{'state': ['102022021', '012022021', '002122021', '002022121'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0)]}"
002022022,0.5,"{'state': ['102022022', '012022022', '002122022', '002022122'], 'move': [(0, 0), (0, 1), (1, 0), (2, 0)]}"
002022100,0.5,"{'state': ['102022100', '012022100', '002122100', '002022110', '002022101'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1), (2, 2)]}"
002022101,0.5,"{'state': ['102022101', '012022101', '002122101', '002022111'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1)]}"
002022102,0.5,"{'state': ['102022102', '012022102', '002122102', '002022112'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1)]}"
002022110,0.5,"{'state': ['102022110', '012022110', '002122110', '002022111'], 'move': [(0, 0), (0, 1), (1, 0), (2, 2)]}"
002022111,1.0,"{'state': ['102022111', '012022111', '002122111'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002022112,0.5,"{'state': ['102022112', '012022112', '002122112'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002022120,0.5,"{'state': ['102022120', '012022120', '002122120', '002022121'], 'move': [(0, 0), (0, 1), (1, 0), (2, 2)]}"
002022121,0.5,"{'state': ['102022121', '012022121', '002122121'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002022122,0.5,"{'state': ['102022122', '012022122', '002122122'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002022200,0.5,"{'state': ['102022200', '012022200', '002122200', '002022210', '002022201'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1), (2, 2)]}"
002022201,0.5,"{'state': ['102022201', '012022201', '002122201', '002022211'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1)]}"
002022202,0.5,"{'state': ['102022202', '012022202', '002122202', '002022212'], 'move': [(0, 0), (0, 1), (1, 0), (2, 1)]}"
002022210,0.5,"{'state': ['102022210', '012022210', '002122210', '002022211'], 'move': [(0, 0), (0, 1), (1, 0), (2, 2)]}"
002022211,0.5,"{'state': ['102022211', '012022211', '002122211'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002022212,0.5,"{'state': ['102022212', '012022212', '002122212'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002022220,0.5,"{'state': ['102022220', '012022220', '002122220', '002022221'], 'move': [(0, 0), (0, 1), (1, 0), (2, 2)]}"
002022221,0.5,"{'state': ['102022221', '012022221', '002122221'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002022222,0.5,"{'state': ['102022222', '012022222', '002122222'], 'move': [(0, 0), (0, 1), (1, 0)]}"
002100000,0.5,"{'state': ['102100000', '012100000', '002110000', '002101000', '002100100', '002100010', '002100001'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 0), (2, 1), (2, 2)]}"
002100001,0.5,"{'state': ['102100001', '012100001', '002110001', '002101001', '002100101', '002100011'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 0), (2, 1)]}"
002100002,0.5,"{'state': ['102100002', '012100002', '002110002', '002101002', '002100102', '002100012'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 0), (2, 1)]}"
002100010,0.5,"{'state': ['102100010', '012100010', '002110010', '002101010', '002100110', '002100011'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 0), (2, 2)]}"
002100011,0.5,"{'state': ['102100011', '012100011', '002110011', '002101011', '002100111'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 0)]}"
002100012,0.5,"{'state': ['102100012', '012100012', '002110012', '002101012', '002100112'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 0)]}"
002100020,0.5,"{'state': ['102100020', '012100020', '002110020', '002101020', '002100120', '002100021'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 0), (2, 2)]}"
002100021,0.5,"{'state': ['102100021', '012100021', '002110021', '002101021', '002100121'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 0)]}"
002100022,0.5,"{'state': ['102100022', '012100022', '002110022', '002101022', '002100122'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 0)]}"
002100100,0.5,"{'state': ['102100100', '012100100', '002110100', '002101100', '002100110', '002100101'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 1), (2, 2)]}"
002100101,0.5,"{'state': ['102100101', '012100101', '002110101', '002101101', '002100111'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 1)]}"
002100102,0.75,"{'state': ['102100102', '012100102', '002110102', '002101102', '002100112'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 1)]}"
002100110,0.5,"{'state': ['102100110', '012100110', '002110110', '002101110', '002100111'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 2)]}"
002100111,1.0,"{'state': ['102100111', '012100111', '002110111', '002101111'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2)]}"
002100112,0.5,"{'state': ['102100112', '012100112', '002110112', '002101112'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2)]}"
002100120,0.5,"{'state': ['102100120', '012100120', '002110120', '002101120', '002100121'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 2)]}"
002100121,0.5,"{'state': ['102100121', '012100121', '002110121', '002101121'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2)]}"
002100122,0.5,"{'state': ['102100122', '012100122', '002110122', '002101122'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2)]}"
002100200,0.5,"{'state': ['102100200', '012100200', '002110200', '002101200', '002100210', '002100201'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 1), (2, 2)]}"
002100201,0.5,"{'state': ['102100201', '012100201', '002110201', '002101201', '002100211'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 1)]}"
002100202,0.5,"{'state': ['102100202', '012100202', '002110202', '002101202', '002100212'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 1)]}"
002100210,0.5,"{'state': ['102100210', '012100210', '002110210', '002101210', '002100211'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 2)]}"
002100211,0.5,"{'state': ['102100211', '012100211', '002110211', '002101211'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2)]}"
002100212,0.5,"{'state': ['102100212', '012100212', '002110212', '002101212'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2)]}"
002100220,0.5,"{'state': ['102100220', '012100220', '002110220', '002101220', '002100221'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2), (2, 2)]}"
002100221,0.5,"{'state': ['102100221', '012100221', '002110221', '002101221'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2)]}"
002100222,0.5,"{'state': ['102100222', '012100222', '002110222', '002101222'], 'move': [(0, 0), (0, 1), (1, 1), (1, 2)]}"
002101000,0.5,"{'state': ['102101000', '012101000', '002111000', '002101100', '002101010', '002101001'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0), (2, 1), (2, 2)]}"
002101001,0.5,"{'state': ['102101001', '012101001', '002111001', '002101101', '002101011'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0), (2, 1)]}"
002101002,0.5,"{'state': ['102101002', '012101002', '002111002', '002101102', '002101012'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0), (2, 1)]}"
002101010,0.5,"{'state': ['102101010', '012101010', '002111010', '002101110', '002101011'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0), (2, 2)]}"
002101011,0.5,"{'state': ['102101011', '012101011', '002111011', '002101111'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0)]}"
002101012,0.5,"{'state': ['102101012', '012101012', '002111012', '002101112'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0)]}"
002101020,0.5,"{'state': ['102101020', '012101020', '002111020', '002101120', '002101021'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0), (2, 2)]}"
002101021,0.5,"{'state': ['102101021', '012101021', '002111021', '002101121'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0)]}"
002101022,0.5,"{'state': ['102101022', '012101022', '002111022', '002101122'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0)]}"
002101100,0.5,"{'state': ['102101100', '012101100', '002111100', '002101110', '002101101'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1), (2, 2)]}"
002101101,0.5,"{'state': ['102101101', '012101101', '002111101', '002101111'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1)]}"
002101102,0.5,"{'state': ['102101102', '012101102', '002111102', '002101112'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1)]}"
002101110,0.5,"{'state': ['102101110', '012101110', '002111110', '002101111'], 'move': [(0, 0), (0, 1), (1, 1), (2, 2)]}"
002101111,1.0,"{'state': ['102101111', '012101111', '002111111'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002101112,0.5,"{'state': ['102101112', '012101112', '002111112'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002101120,0.5,"{'state': ['102101120', '012101120', '002111120', '002101121'], 'move': [(0, 0), (0, 1), (1, 1), (2, 2)]}"
002101121,0.5,"{'state': ['102101121', '012101121', '002111121'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002101122,0.5,"{'state': ['102101122', '012101122', '002111122'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002101200,0.5,"{'state': ['102101200', '012101200', '002111200', '002101210', '002101201'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1), (2, 2)]}"
002101201,0.5,"{'state': ['102101201', '012101201', '002111201', '002101211'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1)]}"
002101202,0.5,"{'state': ['102101202', '012101202', '002111202', '002101212'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1)]}"
002101210,0.5,"{'state': ['102101210', '012101210', '002111210', '002101211'], 'move': [(0, 0), (0, 1), (1, 1), (2, 2)]}"
002101211,0.5,"{'state': ['102101211', '012101211', '002111211'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002101212,0.5,"{'state': ['102101212', '012101212', '002111212'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002101220,0.5,"{'state': ['102101220', '012101220', '002111220', '002101221'], 'move': [(0, 0), (0, 1), (1, 1), (2, 2)]}"
002101221,0.5,"{'state': ['102101221', '012101221', '002111221'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002101222,0.5,"{'state': ['102101222', '012101222', '002111222'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002102000,0.5,"{'state': ['102102000', '012102000', '002112000', '002102100', '002102010', '002102001'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0), (2, 1), (2, 2)]}"
002102001,0.5,"{'state': ['102102001', '012102001', '002112001', '002102101', '002102011'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0), (2, 1)]}"
002102002,0.5,"{'state': ['102102002', '012102002', '002112002', '002102102', '002102012'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0), (2, 1)]}"
002102010,0.5,"{'state': ['102102010', '012102010', '002112010', '002102110', '002102011'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0), (2, 2)]}"
002102011,0.5,"{'state': ['102102011', '012102011', '002112011', '002102111'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0)]}"
002102012,0.5,"{'state': ['102102012', '012102012', '002112012', '002102112'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0)]}"
002102020,0.5,"{'state': ['102102020', '012102020', '002112020', '002102120', '002102021'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0), (2, 2)]}"
002102021,0.5,"{'state': ['102102021', '012102021', '002112021', '002102121'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0)]}"
002102022,0.5,"{'state': ['102102022', '012102022', '002112022', '002102122'], 'move': [(0, 0), (0, 1), (1, 1), (2, 0)]}"
002102100,0.5,"{'state': ['102102100', '012102100', '002112100', '002102110', '002102101'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1), (2, 2)]}"
002102101,0.5,"{'state': ['102102101', '012102101', '002112101', '002102111'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1)]}"
002102102,0.5,"{'state': ['102102102', '012102102', '002112102', '002102112'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1)]}"
002102110,0.5,"{'state': ['102102110', '012102110', '002112110', '002102111'], 'move': [(0, 0), (0, 1), (1, 1), (2, 2)]}"
002102111,1.0,"{'state': ['102102111', '012102111', '002112111'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002102112,0.5,"{'state': ['102102112', '012102112', '002112112'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002102120,0.5,"{'state': ['102102120', '012102120', '002112120', '002102121'], 'move': [(0, 0), (0, 1), (1, 1), (2, 2)]}"
002102121,0.5,"{'state': ['102102121', '012102121', '002112121'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002102122,0.5,"{'state': ['102102122', '012102122', '002112122'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002102200,0.5,"{'state': ['102102200', '012102200', '002112200', '002102210', '002102201'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1), (2, 2)]}"
002102201,0.5,"{'state': ['102102201', '012102201', '002112201', '002102211'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1)]}"
002102202,0.5,"{'state': ['102102202', '012102202', '002112202', '002102212'], 'move': [(0, 0), (0, 1), (1, 1), (2, 1)]}"
002102210,0.5,"{'state': ['102102210', '012102210', '002112210', '002102211'], 'move': [(0, 0), (0, 1), (1, 1), (2, 2)]}"
002102211,0.5,"{'state': ['102102211', '012102211', '002112211'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002102212,0.5,"{'state': ['102102212', '012102212', '002112212'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002102220,0.5,"{'state': ['102102220', '012102220', '002112220', '002102221'], 'move': [(0, 0), (0, 1), (1, 1), (2, 2)]}"
002102221,0.5,"{'state': ['102102221', '012102221', '002112221'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002102222,0.5,"{'state': ['102102222', '012102222', '002112222'], 'move': [(0, 0), (0, 1), (1, 1)]}"
002110000,0.5,"{'state': ['102110000', '012110000', '002111000', '002110100', '002110010', '002110001'], 'move': [(0, 0), (0, 1), (1, 2), (2, 0), (2, 1), (2, 2)]}"
002110001,0.5,"{'state': ['102110001', '012110001', '002111001', '002110101', '002110011'], 'move': [(0, 0), (0, 1), (1, 2), (2, 0), (2, 1)]}"
002110002,0.5,"{'state': ['102110002', '012110002', '002111002', '002110102', '002110012'], 'move': [(0, 0), (0, 1), (1, 2), (2, 0), (2, 1)]}"
002110010,0.5,"{'state': ['102110010', '012110010', '002111010', '002110110', '002110011'], 'move': [(0, 0), (0, 1), (1, 2), (2, 0), (2, 2)]}"
002110011,0.5,"{'state': ['102110011', '012110011', '002111011', '002110111'], 'move': [(0, 0), (0, 1), (1, 2), (2, 0)]}"
002110012,0.5,"{'state': ['102110012', '012110012', '002111012', '002110112'], 'move': [(0, 0), (0, 1), (1, 2), (2, 0)]}"
002110020,0.5,"{'state': ['102110020', '012110020', '002111020', '002110120', '002110021'], 'move': [(0, 0), (0, 1), (1, 2), (2, 0), (2, 2)]}"
002110021,0.5,"{'state': ['102110021', '012110021', '002111021', '002110121'], 'move': [(0, 0), (0, 1), (1, 2), (2, 0)]}"
002110022,0.5,"{'state': ['102110022', '012110022', '002111022', '002110122'], 'move': [(0, 0), (0, 1), (1, 2), (2, 0)]}"
002110100,0.5,"{'state': ['102110100', '012110100', '002111100', '002110110', '002110101'], 'move': [(0, 0), (0, 1), (1, 2), (2, 1), (2, 2)]}"
002110101,0.5,"{'state': ['102110101', '012110101', '002111101', '002110111'], 'move': [(0, 0), (0, 1), (1, 2), (2, 1)]}"
002110102,0.5,"{'state': ['102110102', '012110102', '002111102', '002110112'], 'move': [(0, 0), (0, 1), (1, 2), (2, 1)]}"
002110110,0.5,"{'state': ['102110110', '012110110', '002111110', '002110111'], 'move': [(0, 0), (0, 1), (1, 2), (2, 2)]}"
002110111,1.0,"{'state': ['102110111', '012110111', '002111111'], 'move': [(0, 0), (0, 1), (1, 2)]}"
002110112,0.5,"{'state': ['102110112', '012110112', '002111112'], 'move': [(0, 0), (0, 1), (1, 2)]}"
002110120,0.5,"{'state': ['102110120', '012110120', '002111120', '002110121'], 'move': [(0, 0), (0, 1), (1, 2), (2, 2)]}"
002110121,0.5,"{'state': ['102110121', '012110121', '002111121'], 'move': [(0, 0), (0, 1), (1, 2)]}"
002110122,0.5,"{'state': ['102110122', '012110122', '002111122'], 'move': [(0, 0), (0, 1), (1, 2)]}"
002110200,0.5,"{'state': ['102110200', '012110200', '002111200', '002110210', '002110201'], 'move': [(0, 0), (0, 1), (1, 2), (2, 1), (2, 2)]}"
002110201,0.5,"{'state': ['102110201', '012110201', '002111201', '002110211'], 'move': [(0, 0), (0, 1), (1, 2), (2, 1)]}"
002110202,0.5,"{'state': ['102110202', '012110202', '002111202', '002110212'], 'move': [(0, 0), (0, 1), (1, 2), (2, 1)]}"
002110210,0.5,"{'state': ['102110210', '012110210', '002111210', '002110211'], 'move': [(0, 0), (0, 1), (1, 2), (2, 2)]}"
002110211,0.5,"{'state': ['102110211', '012110211', '002111211'], 'move': [(0, 0), (0, 1), (1, 2)]}"
002110212,0.5,"{'state': ['102110212', '012110212', '002111212'], 'move': [(0, 0), (0, 1), (1, 2)]}"
002110220,0.5,"{'state': ['102110220', '012110220', '002111220', '002110221'], 'move': [(0, 0), (0, 1), (1, 2), (2, 2)]}"
002110221,0.5,"{'state': ['102110221', '012110221', '002111221'], 'move': [(0, 0), (0, 1), (1, 2)]}"
002110222,0.5,"{'state': ['102110222', '012110222', '002111222'], 'move': [(0, 0), (0, 1), (1, 2)]}"
002111000,1.0,"{'state': ['102111000', '012111000', '002111100', '002111010', '002111001'], 'move': [(0, 0), (0, 1), (2, 0), (2, 1), (2, 2)]}"
002111001,1.0,"{'state': ['102111001', '012111001', '002111101', '002111011'], 'move': [(0, 0), (0, 1), (2, 0), (2, 1)]}"
002111002,1.0,"{'state': ['102111002', '012111002', '002111102', '002111012'], 'move': [(0, 0), (0, 1), (2, 0), (2, 1)]}"
002111010,1.0,"{'state': ['102111010', '012111010', '002111110', '002111011'], 'move': [(0, 0), (0, 1), (2, 0), (2, 2)]}"
002111011,1.0,"{'state': ['102111011', '012111011', '002111111'], 'move': [(0, 0), (0, 1), (2, 0)]}"
002111012,1.0,"{'state': ['102111012', '012111012', '002111112'], 'move': [(0, 0), (0, 1), (2, 0)]}"
002111020,1.0,"{'state': ['102111020', '012111020', '002111120', '002111021'], 'move': [(0, 0), (0, 1), (2, 0), (2, 2)]}"
002111021,1.0,"{'state': ['102111021', '012111021', '002111121'], 'move': [(0, 0), (0, 1), (2, 0)]}"
002111022,1.0,"{'state': ['102111022', '012111022', '002111122'], 'move': [(0, 0), (0, 1), (2, 0)]}"
002111100,1.0,"{'state': ['102111100', '012111100', '002111110', '002111101'], 'move': [(0, 0), (0, 1), (2, 1), (2, 2)]}"
002111101,1.0,"{'state': ['102111101', '012111101', '002111111'], 'move': [(0, 0), (0, 1), (2, 1)]}"
002111102,1.0,"{'state': ['102111102', '012111102', '002111112'], 'move': [(0, 0), (0, 1), (2, 1)]}"
002111110,1.0,"{'state': ['102111110', '012111110', '002111111'], 'move': [(0, 0), (0, 1), (2, 2)]}"
002111111,1.0,"{'state': ['102111111', '012111111'], 'move': [(0, 0), (0, 1)]}"
002111112,1.0,"{'state': ['102111112', '012111112'], 'move': [(0, 0), (0, 1)]}"
002111120,1.0,"{'state': ['102111120', '012111120', '002111121'], 'move': [(0, 0), (0, 1), (2, 2)]}"
002111121,1.0,"{'state': ['102111121', '012111121'], 'move': [(0, 0), (0, 1)]}"
002111122,1.0,"{'state': ['102111122', '012111122'], 'move': [(0, 0), (0, 1)]}"
002111200,1.0,"{'state': ['102111200', '012111200', '002111210', '002111201'], 'move': [(0, 0), (0, 1), (2, 1), (2, 2)]}"
002111201,1.0,"{'state': ['102111201', '012111201', '002111211'], 'move': [(0, 0), (0, 1), (2, 1)]}"
002111202,1.0,"{'state': ['102111202', '012111202', '002111212'], 'move': [(0, 0), (0, 1), (2, 1)]}"
