states,value,probable_moves
000000211,0.5,"{'state': ['200000211', '020000211', '002000211', '000200211', '000020211', '000002211'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (1, 2)]}"
000000212,0.5,"{'state': ['200000212', '020000212', '002000212', '000200212', '000020212', '000002212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (1, 2)]}"
000000220,0.5,"{'state': ['200000220', '020000220', '002000220', '000200220', '000020220', '000002220', '000000222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (1, 2), (2, 2)]}"
000000221,0.5,"{'state': ['200000221', '020000221', '002000221', '000200221', '000020221', '000002221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (1, 2)]}"
000000222,1.0,"{'state': ['200000222', '020000222', '002000222', '000200222', '000020222', '000002222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (1, 2)]}"
000001000,0.5,"{'state': ['200001000', '020001000', '002001000', '000201000', '000021000', '000001200', '000001020', '000001002'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0), (2, 1), (2, 2)]}"
000001001,0.5,"{'state': ['200001001', '020001001', '002001001', '000201001', '000021001', '000001201', '000001021'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0), (2, 1)]}"
000001002,0.5,"{'state': ['200001002', '020001002', '002001002', '000201002', '000021002', '000001202', '000001022'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0), (2, 1)]}"
000001010,0.5,"{'state': ['200001010', '020001010', '002001010', '000201010', '000021010', '000001210', '000001012'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0), (2, 2)]}"
000001011,0.5,"{'state': ['200001011', '020001011', '002001011', '000201011', '000021011', '000001211'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0)]}"
000001012,0.5,"{'state': ['200001012', '020001012', '002001012', '000201012', '000021012', '000001212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0)]}"
000001020,0.5,"{'state': ['200001020', '020001020', '002001020', '000201020', '000021020', '000001220', '000001022'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0), (2, 2)]}"
000001021,0.5,"{'state': ['200001021', '020001021', '002001021', '000201021', '000021021', '000001221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0)]}"
000001022,0.75,"{'state': ['200001022', '020001022', '002001022', '000201022', '000021022', '000001222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0)]}"
000001100,0.5,"{'state': ['200001100', '020001100', '002001100', '000201100', '000021100', '000001120', '000001102'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1), (2, 2)]}"
000001101,0.5,"{'state': ['200001101', '020001101', '002001101', '000201101', '000021101', '000001121'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1)]}"
000001102,0.5,"{'state': ['200001102', '020001102', '002001102', '000201102', '000021102', '000001122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1)]}"
000001110,0.5,"{'state': ['200001110', '020001110', '002001110', '000201110', '000021110', '000001112'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 2)]}"
000001111,0.5,"{'state': ['200001111', '020001111', '002001111', '000201111', '000021111'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000001112,0.5,"{'state': ['200001112', '020001112', '002001112', '000201112', '000021112'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000001120,0.5,"{'state': ['200001120', '020001120', '002001120', '000201120', '000021120', '000001122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 2)]}"
000001121,0.5,"{'state': ['200001121', '020001121', '002001121', '000201121', '000021121'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000001122,0.5,"{'state': ['200001122', '020001122', '002001122', '000201122', '000021122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000001200,0.5,"{'state': ['200001200', '020001200', '002001200', '000201200', '000021200', '000001220', '000001202'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1), (2, 2)]}"
000001201,0.5,"{'state': ['200001201', '020001201', '002001201', '000201201', '000021201', '000001221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1)]}"
000001202,0.5,"{'state': ['200001202', '020001202', '002001202', '000201202', '000021202', '000001222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1)]}"
000001210,0.5,"{'state': ['200001210', '020001210', '002001210', '000201210', '000021210', '000001212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 2)]}"
000001211,0.5,"{'state': ['200001211', '020001211', '002001211', '000201211', '000021211'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000001212,0.5,"{'state': ['200001212', '020001212', '002001212', '000201212', '000021212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000001220,0.5,"{'state': ['200001220', '020001220', '002001220', '000201220', '000021220', '000001222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 2)]}"
000001221,0.5,"{'state': ['200001221', '020001221', '002001221', '000201221', '000021221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000001222,1.0,"{'state': ['200001222', '020001222', '002001222', '000201222', '000021222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000002000,0.5,"{'state': ['200002000', '020002000', '002002000', '000202000', '000022000', '000002200', '000002020', '000002002'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0), (2, 1), (2, 2)]}"
000002001,0.5,"{'state': ['200002001', '020002001', '002002001', '000202001', '000022001', '000002201', '000002021'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0), (2, 1)]}"
000002002,0.5,"{'state': ['200002002', '020002002', '002002002', '000202002', '000022002', '000002202', '000002022'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0), (2, 1)]}"
000002010,0.5,"{'state': ['200002010', '020002010', '002002010', '000202010', '000022010', '000002210', '000002012'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0), (2, 2)]}"
000002011,0.5,"{'state': ['200002011', '020002011', '002002011', '000202011', '000022011', '000002211'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0)]}"
000002012,0.5,"{'state': ['200002012', '020002012', '002002012', '000202012', '000022012', '000002212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0)]}"
000002020,0.5,"{'state': ['200002020', '020002020', '002002020', '000202020', '000022020', '000002220', '000002022'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0), (2, 2)]}"
000002021,0.5,"{'state': ['200002021', '020002021', '002002021', '000202021', '000022021', '000002221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0)]}"
000002022,0.5,"{'state': ['200002022', '020002022', '002002022', '000202022', '000022022', '000002222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 0)]}"
000002100,0.5,"{'state': ['200002100', '020002100', '002002100', '000202100', '000022100', '000002120', '000002102'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1), (2, 2)]}"
000002101,0.5,"{'state': ['200002101', '020002101', '002002101', '000202101', '000022101', '000002121'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1)]}"
000002102,0.5,"{'state': ['200002102', '020002102', '002002102', '000202102', '000022102', '000002122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1)]}"
000002110,0.5,"{'state': ['200002110', '020002110', '002002110', '000202110', '000022110', '000002112'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 2)]}"
000002111,0.5,"{'state': ['200002111', '020002111', '002002111', '000202111', '000022111'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000002112,0.5,"{'state': ['200002112', '020002112', '002002112', '000202112', '000022112'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000002120,0.5,"{'state': ['200002120', '020002120', '002002120', '000202120', '000022120', '000002122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 2)]}"
000002121,0.5,"{'state': ['200002121', '020002121', '002002121', '000202121', '000022121'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000002122,0.5,"{'state': ['200002122', '020002122', '002002122', '000202122', '000022122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000002200,0.5,"{'state': ['200002200', '020002200', '002002200', '000202200', '000022200', '000002220', '000002202'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1), (2, 2)]}"
000002201,0.5,"{'state': ['200002201', '020002201', '002002201', '000202201', '000022201', '000002221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1)]}"
000002202,0.5,"{'state': ['200002202', '020002202', '002002202', '000202202', '000022202', '000002222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 1)]}"
000002210,0.5,"{'state': ['200002210', '020002210', '002002210', '000202210', '000022210', '000002212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 2)]}"
000002211,0.5,"{'state': ['200002211', '020002211', '002002211', '000202211', '000022211'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000002212,0.5,"{'state': ['200002212', '020002212', '002002212', '000202212', '000022212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000002220,0.5,"{'state': ['200002220', '020002220', '002002220', '000202220', '000022220', '000002222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1), (2, 2)]}"
000002221,0.5,"{'state': ['200002221', '020002221', '002002221', '000202221', '000022221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000002222,1.0,"{'state': ['200002222', '020002222', '002002222', '000202222', '000022222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 1)]}"
000010000,0.5,"{'state': ['200010000', '020010000', '002010000', '000210000', '000012000', '000010200', '000010020', '000010002'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 0), (2, 1), (2, 2)]}"
000010001,0.5,"{'state': ['200010001', '020010001', '002010001', '000210001', '000012001', '000010201', '000010021'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 0), (2, 1)]}"
000010002,0.5,"{'state': ['200010002', '020010002', '002010002', '000210002', '000012002', '000010202', '000010022'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 0), (2, 1)]}"
000010010,0.5,"{'state': ['200010010', '020010010', '002010010', '000210010', '000012010', '000010210', '000010012'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 0), (2, 2)]}"
000010011,0.5,"{'state': ['200010011', '020010011', '002010011', '000210011', '000012011', '000010211'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 0)]}"
000010012,0.5,"{'state': ['200010012', '020010012', '002010012', '000210012', '000012012', '000010212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 0)]}"
000010020,0.5,"{'state': ['200010020', '020010020', '002010020', '000210020', '000012020', '000010220', '000010022'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 0), (2, 2)]}"
000010021,0.5,"{'state': ['200010021', '020010021', '002010021', '000210021', '000012021', '000010221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 0)]}"
000010022,0.5,"{'state': ['200010022', '020010022', '002010022', '000210022', '000012022', '000010222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 0)]}"
000010100,0.5,"{'state': ['200010100', '020010100', '002010100', '000210100', '000012100', '000010120', '000010102'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 1), (2, 2)]}"
000010101,0.5,"{'state': ['200010101', '020010101', '002010101', '000210101', '000012101', '000010121'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 1)]}"
000010102,0.5,"{'state': ['200010102', '020010102', '002010102', '000210102', '000012102', '000010122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 1)]}"
000010110,0.5,"{'state': ['200010110', '020010110', '002010110', '000210110', '000012110', '000010112'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 2)]}"
000010111,0.5,"{'state': ['200010111', '020010111', '002010111', '000210111', '000012111'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2)]}"
000010112,0.5,"{'state': ['200010112', '020010112', '002010112', '000210112', '000012112'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2)]}"
000010120,0.5,"{'state': ['200010120', '020010120', '002010120', '000210120', '000012120', '000010122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 2)]}"
000010121,0.5,"{'state': ['200010121', '020010121', '002010121', '000210121', '000012121'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2)]}"
000010122,0.5,"{'state': ['200010122', '020010122', '002010122', '000210122', '000012122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2)]}"
000010200,0.5,"{'state': ['200010200', '020010200', '002010200', '000210200', '000012200', '000010220', '000010202'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 1), (2, 2)]}"
000010201,0.5,"{'state': ['200010201', '020010201', '002010201', '000210201', '000012201', '000010221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 1)]}"
000010202,0.5,"{'state': ['200010202', '020010202', '002010202', '000210202', '000012202', '000010222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 1)]}"
000010210,0.5,"{'state': ['200010210', '020010210', '002010210', '000210210', '000012210', '000010212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 2)]}"
000010211,0.5,"{'state': ['200010211', '020010211', '002010211', '000210211', '000012211'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2)]}"
000010212,0.5,"{'state': ['200010212', '020010212', '002010212', '000210212', '000012212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2)]}"
000010220,0.75,"{'state': ['200010220', '020010220', '002010220', '000210220', '000012220', '000010222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2), (2, 2)]}"
000010221,0.5,"{'state': ['200010221', '020010221', '002010221', '000210221', '000012221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2)]}"
000010222,1.0,"{'state': ['200010222', '020010222', '002010222', '000210222', '000012222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (1, 2)]}"
000011000,0.5,"{'state': ['200011000', '020011000', '002011000', '000211000', '000011200', '000011020', '000011002'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0), (2, 1), (2, 2)]}"
000011001,0.5,"{'state': ['200011001', '020011001', '002011001', '000211001', '000011201', '000011021'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0), (2, 1)]}"
000011002,0.5,"{'state': ['200011002', '020011002', '002011002', '000211002', '000011202', '000011022'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0), (2, 1)]}"
000011010,0.5,"{'state': ['200011010', '020011010', '002011010', '000211010', '000011210', '000011012'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0), (2, 2)]}"
000011011,0.5,"{'state': ['200011011', '020011011', '002011011', '000211011', '000011211'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0)]}"
000011012,0.5,"{'state': ['200011012', '020011012', '002011012', '000211012', '000011212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0)]}"
000011020,0.5,"{'state': ['200011020', '020011020', '002011020', '000211020', '000011220', '000011022'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0), (2, 2)]}"
000011021,0.5,"{'state': ['200011021', '020011021', '002011021', '000211021', '000011221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0)]}"
000011022,0.5,"{'state': ['200011022', '020011022', '002011022', '000211022', '000011222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0)]}"
000011100,0.5,"{'state': ['200011100', '020011100', '002011100', '000211100', '000011120', '000011102'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1), (2, 2)]}"
000011101,0.5,"{'state': ['200011101', '020011101', '002011101', '000211101', '000011121'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1)]}"
000011102,0.5,"{'state': ['200011102', '020011102', '002011102', '000211102', '000011122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1)]}"
000011110,0.5,"{'state': ['200011110', '020011110', '002011110', '000211110', '000011112'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 2)]}"
000011111,0.5,"{'state': ['200011111', '020011111', '002011111', '000211111'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000011112,0.5,"{'state': ['200011112', '020011112', '002011112', '000211112'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000011120,0.5,"{'state': ['200011120', '020011120', '002011120', '000211120', '000011122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 2)]}"
000011121,0.5,"{'state': ['200011121', '020011121', '002011121', '000211121'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000011122,0.5,"{'state': ['200011122', '020011122', '002011122', '000211122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000011200,0.5,"{'state': ['200011200', '020011200', '002011200', '000211200', '000011220', '000011202'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1), (2, 2)]}"
000011201,0.5,"{'state': ['200011201', '020011201', '002011201', '000211201', '000011221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1)]}"
000011202,0.5,"{'state': ['200011202', '020011202', '002011202', '000211202', '000011222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1)]}"
000011210,0.5,"{'state': ['200011210', '020011210', '002011210', '000211210', '000011212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 2)]}"
000011211,0.5,"{'state': ['200011211', '020011211', '002011211', '000211211'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000011212,0.5,"{'state': ['200011212', '020011212', '002011212', '000211212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000011220,0.5,"{'state': ['200011220', '020011220', '002011220', '000211220', '000011222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 2)]}"
000011221,0.5,"{'state': ['200011221', '020011221', '002011221', '000211221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000011222,1.0,"{'state': ['200011222', '020011222', '002011222', '000211222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000012000,0.5,"{'state': ['200012000', '020012000', '002012000', '000212000', '000012200', '000012020', '000012002'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0), (2, 1), (2, 2)]}"
000012001,0.5,"{'state': ['200012001', '020012001', '002012001', '000212001', '000012201', '000012021'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0), (2, 1)]}"
000012002,0.75,"{'state': ['200012002', '020012002', '002012002', '000212002', '000012202', '000012022'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0), (2, 1)]}"
000012010,0.5,"{'state': ['200012010', '020012010', '002012010', '000212010', '000012210', '000012012'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0), (2, 2)]}"
000012011,0.5,"{'state': ['200012011', '020012011', '002012011', '000212011', '000012211'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0)]}"
000012012,0.5,"{'state': ['200012012', '020012012', '002012012', '000212012', '000012212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0)]}"
000012020,0.5,"{'state': ['200012020', '020012020', '002012020', '000212020', '000012220', '000012022'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0), (2, 2)]}"
000012021,0.5,"{'state': ['200012021', '020012021', '002012021', '000212021', '000012221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0)]}"
000012022,0.5,"{'state': ['200012022', '020012022', '002012022', '000212022', '000012222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 0)]}"
000012100,0.5,"{'state': ['200012100', '020012100', '002012100', '000212100', '000012120', '000012102'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1), (2, 2)]}"
000012101,0.5,"{'state': ['200012101', '020012101', '002012101', '000212101', '000012121'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1)]}"
000012102,0.5,"{'state': ['200012102', '020012102', '002012102', '000212102', '000012122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1)]}"
000012110,0.5,"{'state': ['200012110', '020012110', '002012110', '000212110', '000012112'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 2)]}"
000012111,0.5,"{'state': ['200012111', '020012111', '002012111', '000212111'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000012112,0.5,"{'state': ['200012112', '020012112', '002012112', '000212112'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000012120,0.5,"{'state': ['200012120', '020012120', '002012120', '000212120', '000012122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 2)]}"
000012121,0.5,"{'state': ['200012121', '020012121', '002012121', '000212121'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000012122,0.5,"{'state': ['200012122', '020012122', '002012122', '000212122'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0)]}"
000012200,0.5,"{'state': ['200012200', '020012200', '002012200', '000212200', '000012220', '000012202'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1), (2, 2)]}"
000012201,0.5,"{'state': ['200012201', '020012201', '002012201', '000212201', '000012221'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1)]}"
000012202,0.5,"{'state': ['200012202', '020012202', '002012202', '000212202', '000012222'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 1)]}"
000012210,0.5,"{'state': ['200012210', '020012210', '002012210', '000212210', '000012212'], 'move': [(0, 0), (0, 1), (0, 2), (1, 0), (2, 2)]}"
